date,total_sales,dcoilwtico,transactions,day_of_week,year
2015-09-10,1277.0,45.85,76378.0,Thursday,2015
2015-09-11,1304.0,44.75,80722.0,Friday,2015
2015-09-12,1475.0,44.75,96719.0,Saturday,2015
2015-09-13,2022.0,44.75,94872.0,Sunday,2015
2015-09-14,1427.0,44.07,80058.0,Monday,2015
2015-09-15,1703.0,44.58,80367.0,Tuesday,2015
2015-09-16,1425.0,47.12,81886.0,Wednesday,2015
2015-09-17,1292.0,46.93,75483.0,Thursday,2015
2015-09-18,1387.0,44.71,80610.0,Friday,2015
2015-09-19,1580.0,44.71,97499.0,Saturday,2015
2015-09-20,2064.0,44.71,94345.0,Sunday,2015
2015-09-21,1163.0,46.67,81429.0,Monday,2015
2015-09-22,1216.0,46.17,77608.0,Tuesday,2015
2015-09-23,1043.0,44.53,78775.0,Wednesday,2015
2015-09-24,1070.0,44.94,73545.0,Thursday,2015
2015-09-25,1628.0,45.55,79507.0,Friday,2015
2015-09-26,1951.0,45.55,94388.0,Saturday,2015
2015-09-27,1876.0,45.55,92915.0,Sunday,2015
2015-09-28,1291.0,44.4,77182.0,Monday,2015
2015-09-29,1042.0,45.24,74165.0,Tuesday,2015
2015-09-30,1246.113,45.06,77848.0,Wednesday,2015
2015-10-01,1574.0,44.75,83792.0,Thursday,2015
2015-10-02,1602.0,45.54,87428.0,Friday,2015
2015-10-03,1882.0,45.54,105572.0,Saturday,2015
2015-10-04,1554.0,45.54,100646.0,Sunday,2015
2015-10-05,1658.0,46.28,86220.0,Monday,2015
2015-10-06,1584.0,48.53,80330.0,Tuesday,2015
2015-10-07,1391.0,47.86,81073.0,Wednesday,2015
2015-10-08,1359.0,49.46,78172.0,Thursday,2015
2015-10-09,1846.677,49.67,90250.0,Friday,2015
2015-10-10,1674.0,49.67,94991.0,Saturday,2015
2015-10-11,2497.0,49.67,90881.0,Sunday,2015
2015-10-12,1306.0,47.09,80029.0,Monday,2015
2015-10-13,1151.0,46.7,72375.0,Tuesday,2015
2015-10-14,1508.0,46.63,76395.0,Wednesday,2015
2015-10-15,1018.0,46.38,75010.0,Thursday,2015
2015-10-16,1222.0,47.3,83029.0,Friday,2015
2015-10-17,1441.0,47.3,98871.0,Saturday,2015
2015-10-18,2144.0,47.3,96231.0,Sunday,2015
2015-10-19,1518.0,45.91,79787.0,Monday,2015
2015-10-20,1208.0,45.84,78289.0,Tuesday,2015
2015-10-21,1080.0,45.22,78173.0,Wednesday,2015
2015-10-22,1008.0,44.9,73095.0,Thursday,2015
2015-10-23,1034.0,43.91,78019.0,Friday,2015
2015-10-24,1837.0,43.91,93418.0,Saturday,2015
2015-10-25,1633.0,43.91,93799.0,Sunday,2015
2015-10-26,1464.0,43.19,76122.0,Monday,2015
2015-10-27,1377.0,43.21,73841.0,Tuesday,2015
2015-10-28,1626.0,45.93,74249.0,Wednesday,2015
2015-10-29,1602.0,46.02,70572.0,Thursday,2015
2015-10-30,1714.0,46.6,81174.0,Friday,2015
2015-10-31,2122.0,46.6,98651.0,Saturday,2015
2015-11-01,1616.0,46.6,83827.0,Sunday,2015
2015-11-02,1260.0,46.12,80162.0,Monday,2015
2015-11-03,2265.0,47.88,92896.0,Tuesday,2015
2015-11-04,2046.0,46.32,85572.0,Wednesday,2015
2015-11-05,1168.0,45.27,78103.0,Thursday,2015
2015-11-06,1062.331,44.32,79994.0,Friday,2015
2015-11-07,1524.0,44.32,96498.0,Saturday,2015
2015-11-08,2008.0,44.32,96692.0,Sunday,2015
2015-11-09,1059.0,43.87,78801.0,Monday,2015
2015-11-10,1517.0,44.23,77488.0,Tuesday,2015
2015-11-11,900.0,42.95,77427.0,Wednesday,2015
2015-11-12,1145.0,41.74,72788.0,Thursday,2015
2015-11-13,1148.0,40.69,80292.0,Friday,2015
2015-11-14,1316.0,40.69,96119.0,Saturday,2015
2015-11-15,1897.0,40.69,96807.0,Sunday,2015
2015-11-16,1196.0,41.68,80136.0,Monday,2015
2015-11-17,1283.0,40.73,76290.0,Tuesday,2015
2015-11-18,1279.0,40.75,78369.0,Wednesday,2015
2015-11-19,1605.0,40.55,74410.0,Thursday,2015
2015-11-20,833.0,39.39,83456.0,Friday,2015
2015-11-21,1486.0,39.39,94660.0,Saturday,2015
2015-11-22,2174.0,39.39,93697.0,Sunday,2015
2015-11-23,1294.0,39.27,78586.0,Monday,2015
2015-11-24,1118.0,40.89,76930.0,Tuesday,2015
2015-11-25,1376.0,41.22,79328.0,Wednesday,2015
2015-11-26,1163.0,41.22,74586.0,Thursday,2015
2015-11-27,1299.0,40.57,83890.0,Friday,2015
2015-11-28,1501.0,40.57,95616.0,Saturday,2015
2015-11-29,1463.0,40.57,99517.0,Sunday,2015
2015-11-30,1782.0,40.43,85256.0,Monday,2015
2015-12-01,1308.0,40.58,87991.0,Tuesday,2015
2015-12-02,1560.0,39.93,88508.0,Wednesday,2015
2015-12-03,1313.0,41.08,84532.0,Thursday,2015
2015-12-04,2210.0,40.0,87033.0,Friday,2015
2015-12-05,1855.0,40.0,100637.0,Saturday,2015
2015-12-06,2348.0,40.0,100258.0,Sunday,2015
2015-12-07,1410.0,37.64,88424.0,Monday,2015
2015-12-08,1448.0,37.46,83706.0,Tuesday,2015
2015-12-09,1418.0,37.16,86615.0,Wednesday,2015
2015-12-10,1526.88,36.76,83880.0,Thursday,2015
2015-12-11,1113.0,35.65,89351.0,Friday,2015
2015-12-12,1542.0,35.65,103409.0,Saturday,2015
2015-12-13,1776.0,35.65,100875.0,Sunday,2015
2015-12-14,8547.0,36.31,88540.0,Monday,2015
2015-12-15,1872.0,37.32,89726.0,Tuesday,2015
2015-12-16,1273.0,35.55,95973.0,Wednesday,2015
2015-12-17,1179.0,34.98,98732.0,Thursday,2015
2015-12-18,1591.0,34.72,101639.0,Friday,2015
2015-12-19,2059.684,34.72,123810.0,Saturday,2015
2015-12-20,2169.0,34.72,120843.0,Sunday,2015
2015-12-21,1830.0,34.55,124711.0,Monday,2015
2015-12-22,1907.0,36.12,138921.0,Tuesday,2015
2015-12-23,2053.0,36.76,153338.0,Wednesday,2015
2015-12-24,2428.0,37.62,171169.0,Thursday,2015
2015-12-25,0.0,37.62,,Friday,2015
2015-12-26,1824.0,37.62,113594.0,Saturday,2015
2015-12-27,1507.0,37.62,93020.0,Sunday,2015
2015-12-28,1404.0,36.36,95257.0,Monday,2015
2015-12-29,1830.0,37.88,104623.0,Tuesday,2015
2015-12-30,1669.0,36.59,118947.0,Wednesday,2015
2015-12-31,2507.0,37.13,131826.0,Thursday,2015
2016-01-01,0.0,37.13,,Friday,2016
2016-01-02,1954.0,37.13,69628.0,Saturday,2016
2016-01-03,2562.0,37.13,,Sunday,2016
2016-01-04,1263.0,36.81,17829.0,Monday,2016
2016-01-05,1659.0,35.97,89018.0,Tuesday,2016
2016-01-06,1066.0,33.97,88846.0,Wednesday,2016
2016-01-07,1091.0,33.29,80412.0,Thursday,2016
2016-01-08,1197.684,33.2,83344.0,Friday,2016
2016-01-09,1841.0,33.2,100975.0,Saturday,2016
2016-01-10,2128.0,33.2,97323.0,Sunday,2016
2016-01-11,1185.0,31.42,80506.0,Monday,2016
2016-01-12,1345.0,30.42,77696.0,Tuesday,2016
2016-01-13,1216.0,30.42,76217.0,Wednesday,2016
2016-01-14,925.0,31.22,74909.0,Thursday,2016
2016-01-15,1436.0,29.45,83105.0,Friday,2016
2016-01-16,1492.0,29.45,99698.0,Saturday,2016
2016-01-17,2079.0,29.45,95155.0,Sunday,2016
2016-01-18,1347.0,29.45,81486.0,Monday,2016
2016-01-19,1115.0,28.47,76092.0,Tuesday,2016
2016-01-20,1447.0,26.68,82989.0,Wednesday,2016
2016-01-21,1234.0,29.55,74141.0,Thursday,2016
2016-01-22,957.0,32.07,79760.0,Friday,2016
2016-01-23,1921.0,32.07,95634.0,Saturday,2016
2016-01-24,1896.0,32.07,89786.0,Sunday,2016
2016-01-25,1304.0,30.31,76042.0,Monday,2016
2016-01-26,1185.0,29.54,75639.0,Tuesday,2016
2016-01-27,1039.0,32.32,76912.0,Wednesday,2016
2016-01-28,1098.0,33.21,73110.0,Thursday,2016
2016-01-29,1163.0,33.66,81081.0,Friday,2016
2016-01-30,1662.0,33.66,98201.0,Saturday,2016
2016-01-31,1606.0,33.66,95671.0,Sunday,2016
2016-02-01,1857.0,31.62,87827.0,Monday,2016
2016-02-02,1559.0,29.9,84928.0,Tuesday,2016
2016-02-03,1442.0,32.29,84704.0,Wednesday,2016
2016-02-04,1133.0,31.63,82446.0,Thursday,2016
2016-02-05,1928.0,30.86,89355.0,Friday,2016
2016-02-06,1939.0,30.86,100641.0,Saturday,2016
2016-02-07,1354.0,30.86,78884.0,Sunday,2016
2016-02-08,974.0,29.71,75047.0,Monday,2016
2016-02-09,1163.0,27.96,79222.0,Tuesday,2016
2016-02-10,1428.0,27.54,86720.0,Wednesday,2016
2016-02-11,1669.0,26.19,81444.0,Thursday,2016
2016-02-12,1190.0,29.32,87451.0,Friday,2016
2016-02-13,1294.0,29.32,101849.0,Saturday,2016
2016-02-14,1523.0,29.32,99462.0,Sunday,2016
2016-02-15,1450.0,29.32,83293.0,Monday,2016
2016-02-16,1394.0,29.05,81192.0,Tuesday,2016
2016-02-17,1187.0,30.68,80996.0,Wednesday,2016
2016-02-18,1230.0,30.77,74797.0,Thursday,2016
2016-02-19,1306.0,29.59,82564.0,Friday,2016
2016-02-20,1690.0,29.59,95533.0,Saturday,2016
2016-02-21,1719.0,29.59,91533.0,Sunday,2016
2016-02-22,1412.0,31.37,79775.0,Monday,2016
2016-02-23,1459.0,31.84,77672.0,Tuesday,2016
2016-02-24,1136.0,30.35,78364.0,Wednesday,2016
2016-02-25,1210.0,31.4,74029.0,Thursday,2016
2016-02-26,1008.0,31.65,80200.0,Friday,2016
2016-02-27,1353.0,31.65,95659.0,Saturday,2016
2016-02-28,1565.0,31.65,90059.0,Sunday,2016
2016-02-29,1382.0,32.74,80152.0,Monday,2016
2016-03-01,1800.0,34.39,87759.0,Tuesday,2016
2016-03-02,1637.0,34.57,88779.0,Wednesday,2016
2016-03-03,1163.0,34.56,79787.0,Thursday,2016
2016-03-04,1121.0,35.91,86493.0,Friday,2016
2016-03-05,1935.0,35.91,102170.0,Saturday,2016
2016-03-06,1896.0,35.91,95178.0,Sunday,2016
2016-03-07,1262.0,37.9,84681.0,Monday,2016
2016-03-08,1062.0,36.67,84111.0,Tuesday,2016
2016-03-09,1184.489,37.62,79580.0,Wednesday,2016
2016-03-10,1453.0,37.77,76879.0,Thursday,2016
2016-03-11,1254.0,38.51,82962.0,Friday,2016
2016-03-12,1438.368,38.51,97275.0,Saturday,2016
2016-03-13,1543.0,38.51,90435.0,Sunday,2016
2016-03-14,1616.0,37.2,78924.0,Monday,2016
2016-03-15,1491.0,36.32,79651.0,Tuesday,2016
2016-03-16,1373.0,38.43,81758.0,Wednesday,2016
2016-03-17,908.0,40.17,76268.0,Thursday,2016
2016-03-18,1474.0,39.47,83179.0,Friday,2016
2016-03-19,1786.0,39.47,96783.0,Saturday,2016
2016-03-20,1367.0,39.47,89769.0,Sunday,2016
2016-03-21,1613.0,39.91,81185.0,Monday,2016
2016-03-22,1069.0,41.45,77409.0,Tuesday,2016
2016-03-23,1474.0,38.28,82331.0,Wednesday,2016
2016-03-24,1241.0,38.14,86834.0,Thursday,2016
2016-03-25,1061.271,38.14,78832.0,Friday,2016
2016-03-26,1536.0,38.14,91232.0,Saturday,2016
2016-03-27,1186.0,38.14,82305.0,Sunday,2016
2016-03-28,1198.0,37.99,76647.0,Monday,2016
2016-03-29,1179.0,36.91,75782.0,Tuesday,2016
2016-03-30,968.0,36.91,75656.0,Wednesday,2016
2016-03-31,1291.0,36.94,77024.0,Thursday,2016
2016-04-01,1811.0,35.36,89055.0,Friday,2016
2016-04-02,1760.0,35.36,104451.0,Saturday,2016
2016-04-03,1650.0,35.36,103230.0,Sunday,2016
2016-04-04,1797.0,34.3,85017.0,Monday,2016
2016-04-05,1260.0,34.52,82629.0,Tuesday,2016
2016-04-06,1268.0,37.74,81402.0,Wednesday,2016
2016-04-07,1054.0,37.3,76736.0,Thursday,2016
2016-04-08,1085.0,39.74,83533.0,Friday,2016
2016-04-09,2138.0,39.74,97454.0,Saturday,2016
2016-04-10,1176.0,39.74,91977.0,Sunday,2016
2016-04-11,992.0,40.46,77860.0,Monday,2016
2016-04-12,905.0,42.12,82484.0,Tuesday,2016
2016-04-13,1276.0,41.7,79657.0,Wednesday,2016
2016-04-14,948.0,41.45,74291.0,Thursday,2016
2016-04-15,1271.0,40.4,82751.0,Friday,2016
2016-04-16,1349.0,40.4,90313.0,Saturday,2016
2016-04-17,2863.0,40.4,93018.0,Sunday,2016
2016-04-18,4171.0,39.74,103559.0,Monday,2016
2016-04-19,3022.0,40.88,99289.0,Tuesday,2016
2016-04-20,2170.0,42.72,95079.0,Wednesday,2016
2016-04-21,1921.541,43.18,85533.0,Thursday,2016
2016-04-22,1327.0,42.76,86662.0,Friday,2016
2016-04-23,1451.391,42.76,100468.0,Saturday,2016
2016-04-24,1751.0,42.76,93993.0,Sunday,2016
2016-04-25,1310.0,41.67,78301.0,Monday,2016
2016-04-26,1321.256,42.52,77218.0,Tuesday,2016
2016-04-27,1110.0,45.29,77369.0,Wednesday,2016
2016-04-28,1036.0,46.03,72957.0,Thursday,2016
2016-04-29,1690.0,45.98,82711.0,Friday,2016
2016-04-30,1909.0,45.98,102800.0,Saturday,2016
2016-05-01,1622.97,45.98,102012.0,Sunday,2016
2016-05-02,1825.0,44.75,85259.0,Monday,2016
2016-05-03,1539.0,43.65,85500.0,Tuesday,2016
2016-05-04,1246.0,43.77,86207.0,Wednesday,2016
2016-05-05,1312.0,44.33,82198.0,Thursday,2016
2016-05-06,1126.0,44.58,91159.0,Friday,2016
2016-05-07,2102.0,44.58,118222.0,Saturday,2016
2016-05-08,1532.0,44.58,97132.0,Sunday,2016
2016-05-09,1592.0,43.45,82043.0,Monday,2016
2016-05-10,1411.0,44.68,78194.0,Tuesday,2016
2016-05-11,1326.0,46.21,80761.0,Wednesday,2016
2016-05-12,1356.0,46.64,76099.0,Thursday,2016
2016-05-13,1340.0,46.22,82265.0,Friday,2016
2016-05-14,1509.0,46.22,97755.0,Saturday,2016
2016-05-15,2343.0,46.22,95910.0,Sunday,2016
2016-05-16,1507.0,47.72,81129.0,Monday,2016
2016-05-17,1219.0,48.29,78372.0,Tuesday,2016
2016-05-18,1509.0,48.12,74552.0,Wednesday,2016
2016-05-19,1135.0,48.16,74826.0,Thursday,2016
2016-05-20,993.0,47.67,84185.0,Friday,2016
2016-05-21,1488.0,47.67,97053.0,Saturday,2016
2016-05-22,2075.0,47.67,93629.0,Sunday,2016
2016-05-23,1430.0,48.12,79595.0,Monday,2016
2016-05-24,1007.639,48.04,74225.0,Tuesday,2016
2016-05-25,1097.0,49.1,75039.0,Wednesday,2016
2016-05-26,1127.12,49.0,74328.0,Thursday,2016
2016-05-27,1599.0,49.36,88580.0,Friday,2016
2016-05-28,1566.0,49.36,89086.0,Saturday,2016
2016-05-29,1973.0,49.36,87606.0,Sunday,2016
2016-05-30,1327.0,49.36,80249.0,Monday,2016
2016-05-31,2117.0,49.1,92987.0,Tuesday,2016
2016-06-01,1472.0,49.07,88574.0,Wednesday,2016
2016-06-02,1416.0,49.14,79393.0,Thursday,2016
2016-06-03,1132.0,48.69,84747.0,Friday,2016
2016-06-04,1714.0,48.69,100607.0,Saturday,2016
2016-06-05,1483.0,48.69,97418.0,Sunday,2016
2016-06-06,1675.0,49.71,80840.0,Monday,2016
2016-06-07,1650.0,50.37,78126.0,Tuesday,2016
2016-06-08,1029.0,51.23,79997.0,Wednesday,2016
2016-06-09,870.0,50.52,73785.0,Thursday,2016
2016-06-10,838.0,49.09,80306.0,Friday,2016
2016-06-11,2087.226,49.09,93473.0,Saturday,2016
2016-06-12,1821.0,49.09,89740.0,Sunday,2016
2016-06-13,963.0,48.89,76448.0,Monday,2016
2016-06-14,1043.0,48.49,75874.0,Tuesday,2016
2016-06-15,1491.436,47.92,79905.0,Wednesday,2016
2016-06-16,1261.0,46.14,80605.0,Thursday,2016
2016-06-17,1164.917,48.0,85614.0,Friday,2016
2016-06-18,1771.0,48.0,107418.0,Saturday,2016
2016-06-19,1386.0,48.0,92469.0,Sunday,2016
2016-06-20,2563.098,49.4,80226.0,Monday,2016
2016-06-21,1800.0,48.95,78278.0,Tuesday,2016
2016-06-22,1377.0,49.16,77260.0,Wednesday,2016
2016-06-23,1095.0,49.34,72356.0,Thursday,2016
2016-06-24,1207.0,46.7,78517.0,Friday,2016
2016-06-25,1403.0,46.7,91094.0,Saturday,2016
2016-06-26,1849.0,46.7,88209.0,Sunday,2016
2016-06-27,1163.0,45.8,75781.0,Monday,2016
2016-06-28,1420.0,47.93,73787.0,Tuesday,2016
2016-06-29,1337.0,49.85,76350.0,Wednesday,2016
2016-06-30,1139.0,48.27,73866.0,Thursday,2016
2016-07-01,1712.0,49.02,89711.0,Friday,2016
2016-07-02,1654.0,49.02,101902.0,Saturday,2016
2016-07-03,2005.0,49.02,96041.0,Sunday,2016
2016-07-04,1303.0,49.02,84992.0,Monday,2016
2016-07-05,1681.0,46.73,82089.0,Tuesday,2016
2016-07-06,1454.0,47.37,83135.0,Wednesday,2016
2016-07-07,1105.0,45.22,76107.0,Thursday,2016
2016-07-08,1023.0,45.37,83553.0,Friday,2016
2016-07-09,1782.0,45.37,94026.0,Saturday,2016
2016-07-10,1855.0,45.37,88752.0,Sunday,2016
2016-07-11,1439.12,44.73,78942.0,Monday,2016
2016-07-12,979.0,46.82,76267.0,Tuesday,2016
2016-07-13,1331.0,44.87,76173.0,Wednesday,2016
2016-07-14,1046.0,45.64,73094.0,Thursday,2016
2016-07-15,1198.0,45.93,82144.0,Friday,2016
2016-07-16,1625.0,45.93,94503.0,Saturday,2016
2016-07-17,1834.0,45.93,87873.0,Sunday,2016
2016-07-18,1505.0,45.23,80328.0,Monday,2016
2016-07-19,1197.0,44.64,77023.0,Tuesday,2016
2016-07-20,1081.068,44.96,81266.0,Wednesday,2016
2016-07-21,1180.0,43.96,74264.0,Thursday,2016
2016-07-22,1075.421,43.41,80531.0,Friday,2016
2016-07-23,1489.0,43.41,91301.0,Saturday,2016
2016-07-24,1139.0,43.41,85106.0,Sunday,2016
2016-07-25,1564.0,42.4,79203.0,Monday,2016
2016-07-26,1344.0,42.16,76524.0,Tuesday,2016
2016-07-27,1130.0,41.9,77731.0,Wednesday,2016
2016-07-28,827.549,41.13,71935.0,Thursday,2016
2016-07-29,1156.0,41.54,82140.0,Friday,2016
2016-07-30,1857.0,41.54,96249.0,Saturday,2016
2016-07-31,1736.0,41.54,91182.0,Sunday,2016
2016-08-01,1737.0,40.05,87637.0,Monday,2016
2016-08-02,1587.0,39.5,85044.0,Tuesday,2016
2016-08-03,1442.0,40.8,84532.0,Wednesday,2016
2016-08-04,1224.0,41.92,78516.0,Thursday,2016
2016-08-05,1206.0,41.83,84616.0,Friday,2016
2016-08-06,1690.0,41.83,93146.0,Saturday,2016
2016-08-07,1601.0,41.83,87403.0,Sunday,2016
2016-08-08,1489.0,43.06,81072.0,Monday,2016
2016-08-09,1216.0,42.78,77133.0,Tuesday,2016
2016-08-10,1265.0,41.75,79006.0,Wednesday,2016
2016-08-11,885.0,43.51,77945.0,Thursday,2016
2016-08-12,1221.0,44.47,83425.0,Friday,2016
2016-08-13,1360.0,44.47,84685.0,Saturday,2016
2016-08-14,1398.0,44.47,78472.0,Sunday,2016
2016-08-15,1657.068,45.72,81379.0,Monday,2016
2016-08-16,1663.0,46.57,81063.0,Tuesday,2016
2016-08-17,1270.0,46.81,81405.0,Wednesday,2016
2016-08-18,1041.0,48.2,75159.0,Thursday,2016
2016-08-19,1163.0,48.48,82021.0,Friday,2016
2016-08-20,1783.564,48.48,91798.0,Saturday,2016
2016-08-21,1406.0,48.48,87188.0,Sunday,2016
2016-08-22,1295.0,46.8,80624.0,Monday,2016
2016-08-23,1185.0,47.54,78531.0,Tuesday,2016
2016-08-24,1003.0,46.29,78434.0,Wednesday,2016
2016-08-25,856.0,46.97,73746.0,Thursday,2016
2016-08-26,1017.0,47.64,79541.0,Friday,2016
2016-08-27,1545.0,47.64,87841.0,Saturday,2016
2016-08-28,1987.0,47.64,83646.0,Sunday,2016
2016-08-29,1527.0,46.97,75798.0,Monday,2016
2016-08-30,1347.0,46.32,75043.0,Tuesday,2016
2016-08-31,1151.0,44.68,80262.0,Wednesday,2016
2016-09-01,2066.534,43.17,80863.0,Thursday,2016
2016-09-02,1692.0,44.39,88068.0,Friday,2016
2016-09-03,2184.263,44.39,99611.0,Saturday,2016
2016-09-04,2698.0,44.39,93135.0,Sunday,2016
2016-09-05,1411.0,44.39,83275.0,Monday,2016
2016-09-06,1503.0,44.85,83504.0,Tuesday,2016
2016-09-07,1075.0,45.47,79719.0,Wednesday,2016
2016-09-08,1200.0,47.63,75262.0,Thursday,2016
2016-09-09,1116.0,45.88,79604.0,Friday,2016
2016-09-10,1426.0,45.88,94115.0,Saturday,2016
2016-09-11,2411.0,45.88,91610.0,Sunday,2016
2016-09-12,1040.0,46.28,77125.0,Monday,2016
2016-09-13,1323.0,44.91,74032.0,Tuesday,2016
2016-09-14,1297.0,43.62,73096.0,Wednesday,2016
2016-09-15,1305.0,43.85,74741.0,Thursday,2016
2016-09-16,1422.0,43.04,80789.0,Friday,2016
2016-09-17,1717.0,43.04,94298.0,Saturday,2016
2016-09-18,1827.0,43.04,92375.0,Sunday,2016
2016-09-19,1307.0,43.34,76255.0,Monday,2016
2016-09-20,1706.0,43.85,76572.0,Tuesday,2016
2016-09-21,1070.744,45.33,76260.0,Wednesday,2016
2016-09-22,1131.0,46.1,71282.0,Thursday,2016
2016-09-23,1438.0,44.36,78422.0,Friday,2016
2016-09-24,1482.0,44.36,90980.0,Saturday,2016
2016-09-25,1505.15,44.36,87687.0,Sunday,2016
2016-09-26,1187.0,45.6,75050.0,Monday,2016
2016-09-27,957.0,44.65,68375.0,Tuesday,2016
2016-09-28,1092.0,47.07,72772.0,Wednesday,2016
2016-09-29,907.0,47.72,68972.0,Thursday,2016
2016-09-30,1633.0,47.72,79125.0,Friday,2016
2016-10-01,1707.0,47.72,103065.0,Saturday,2016
2016-10-02,2053.0,47.72,99386.0,Sunday,2016
2016-10-03,1681.0,48.8,84086.0,Monday,2016
2016-10-04,1101.0,48.67,79380.0,Tuesday,2016
2016-10-05,1369.654,49.75,79403.0,Wednesday,2016
2016-10-06,906.0,50.44,73892.0,Thursday,2016
2016-10-07,1152.0,49.76,79737.0,Friday,2016
2016-10-08,1238.278,49.76,94142.0,Saturday,2016
2016-10-09,1776.0,49.76,93562.0,Sunday,2016
2016-10-10,1591.0,49.76,77691.0,Monday,2016
2016-10-11,1539.0,50.72,73298.0,Tuesday,2016
2016-10-12,1477.0,50.14,73721.0,Wednesday,2016
2016-10-13,1021.0,50.47,70643.0,Thursday,2016
2016-10-14,1398.0,50.35,79146.0,Friday,2016
2016-10-15,1527.0,50.35,92768.0,Saturday,2016
2016-10-16,2001.0,50.35,93951.0,Sunday,2016
2016-10-17,2340.0,49.97,76614.0,Monday,2016
2016-10-18,1487.0,50.3,73632.0,Tuesday,2016
2016-10-19,1142.0,51.59,72931.0,Wednesday,2016
2016-10-20,1102.0,50.31,73196.0,Thursday,2016
2016-10-21,1276.0,50.61,78245.0,Friday,2016
2016-10-22,1155.0,50.61,89857.0,Saturday,2016
2016-10-23,2010.0,50.61,90866.0,Sunday,2016
2016-10-24,1090.0,50.18,73354.0,Monday,2016
2016-10-25,1204.0,49.45,73074.0,Tuesday,2016
2016-10-26,1349.0,48.75,72818.0,Wednesday,2016
2016-10-27,1067.0,49.71,71506.0,Thursday,2016
2016-10-28,1206.0,48.72,76876.0,Friday,2016
2016-10-29,1364.0,48.72,90428.0,Saturday,2016
2016-10-30,1357.0,48.72,88744.0,Sunday,2016
2016-10-31,1470.0,46.83,75988.0,Monday,2016
2016-11-01,1712.0,46.66,85050.0,Tuesday,2016
2016-11-02,1833.0,45.32,90454.0,Wednesday,2016
2016-11-03,1287.0,44.66,82525.0,Thursday,2016
2016-11-04,1183.0,44.07,85762.0,Friday,2016
2016-11-05,1190.0,44.07,88820.0,Saturday,2016
2016-11-06,1738.0,44.07,92150.0,Sunday,2016
2016-11-07,1171.0,44.88,83114.0,Monday,2016
2016-11-08,1467.0,44.96,79917.0,Tuesday,2016
2016-11-09,1105.0,45.2,80077.0,Wednesday,2016
2016-11-10,916.0,44.62,72768.0,Thursday,2016
2016-11-11,1047.0,43.39,78815.0,Friday,2016
2016-11-12,1536.0,43.39,92716.0,Saturday,2016
2016-11-13,1971.0,43.39,98409.0,Sunday,2016
2016-11-14,1358.0,43.29,77317.0,Monday,2016
2016-11-15,1232.0,45.86,76651.0,Tuesday,2016
2016-11-16,1857.0,45.56,81603.0,Wednesday,2016
2016-11-17,1269.0,45.37,74999.0,Thursday,2016
2016-11-18,1094.0,45.69,81854.0,Friday,2016
2016-11-19,1323.0,45.69,94791.0,Saturday,2016
2016-11-20,1713.0,45.69,96368.0,Sunday,2016
2016-11-21,1352.0,47.48,81536.0,Monday,2016
2016-11-22,1006.0,48.07,80748.0,Tuesday,2016
2016-11-23,1263.0,46.72,82390.0,Wednesday,2016
2016-11-24,1013.0,46.72,76479.0,Thursday,2016
2016-11-25,987.0,46.72,86981.0,Friday,2016
2016-11-26,1275.15,46.72,96748.0,Saturday,2016
2016-11-27,1798.0,46.72,95628.0,Sunday,2016
2016-11-28,1404.0,45.66,79717.0,Monday,2016
2016-11-29,1119.0,45.29,74449.0,Tuesday,2016
2016-11-30,1641.0,49.41,80680.0,Wednesday,2016
2016-12-01,1862.0,51.08,84647.0,Thursday,2016
2016-12-02,1692.0,51.7,86775.0,Friday,2016
2016-12-03,1800.0,51.7,102429.0,Saturday,2016
2016-12-04,2769.774,51.7,103907.0,Sunday,2016
2016-12-05,4866.0,51.72,88947.0,Monday,2016
2016-12-06,1562.0,50.95,92700.0,Tuesday,2016
2016-12-07,2136.0,49.85,88699.0,Wednesday,2016
2016-12-08,1462.0,50.84,82550.0,Thursday,2016
2016-12-09,1196.0,51.51,90723.0,Friday,2016
2016-12-10,1497.0,51.51,100618.0,Saturday,2016
2016-12-11,2638.0,51.51,101077.0,Sunday,2016
2016-12-12,1889.0,52.74,86093.0,Monday,2016
2016-12-13,1012.977,52.99,85927.0,Tuesday,2016
2016-12-14,3526.0,51.01,89417.0,Wednesday,2016
2016-12-15,1736.0,50.9,91525.0,Thursday,2016
2016-12-16,1704.0,51.93,99717.0,Friday,2016
2016-12-17,1670.0,51.93,114465.0,Saturday,2016
2016-12-18,2128.0,51.93,116289.0,Sunday,2016
2016-12-19,1636.0,52.13,106760.0,Monday,2016
2016-12-20,2361.0,52.22,116392.0,Tuesday,2016
2016-12-21,2011.0,51.44,132060.0,Wednesday,2016
2016-12-22,2413.0,51.98,138892.0,Thursday,2016
2016-12-23,2198.662,52.01,156932.0,Friday,2016
2016-12-24,2364.0,52.01,167542.0,Saturday,2016
2016-12-25,0.0,52.01,,Sunday,2016
2016-12-26,1899.0,52.01,105524.0,Monday,2016
2016-12-27,1244.0,52.82,95643.0,Tuesday,2016
2016-12-28,1800.0,54.01,103717.0,Wednesday,2016
2016-12-29,1715.0,53.8,102665.0,Thursday,2016
2016-12-30,2275.0,53.75,127771.0,Friday,2016
2016-12-31,2644.0,53.75,135568.0,Saturday,2016
2017-01-01,0.0,53.75,1642.0,Sunday,2017
2017-01-02,2506.782,53.75,107718.0,Monday,2017
2017-01-03,2046.0,52.36,97185.0,Tuesday,2017
2017-01-04,1901.0,53.26,91527.0,Wednesday,2017
